职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
"数据挖掘工程师, ",,北京-海淀区,,无工作经验,,8000-10000,,10,"五险一金,弹性工作,通讯补贴,绩效奖金,年终奖金","岗位职责：1.参与大数据分析，精准推荐等系统的设计和开发；2.负责海量数据的分析和挖掘工作，包括特征提取和标注，自然人关系计算，自然人聚类，自然人属性标注等相关算法的设计和开发；3.基于对数据的理解和客户的需求，参与业务模型优化，提升产品体验或商业变现能力；职位要求：1.计算机本科及以上学历，具备扎实的统计学，数据挖掘，机器学习理论基础，有相关工作经验；2.熟悉聚类、分类、回归等机器学习算法，有实际的算法开发经验和建模经验；3.熟悉分布式架构概念、架构；熟悉hadoop/Hive/Hbase/Spark等开源技术；4.熟悉linux环境，具有较强的开发能力，有大规模数据处理程序的开发经验；5.熟悉Python语言处理相关技术者优先；6.有良好的团队合作意识,积极主动的工作态度，快速学习能力和较好的沟通表达能力；",北京中科云智慧环保科技有限公司,"环保,互联网, 电子商务",民营公司,,少于50人,,03/01/2018,前程无忧,http://jobs.51job.com/beijing-hdq/97491252.html?s=01&t=0
大数据挖掘工程师,,深圳-福田区,,2年经验,本科,15000-25000,,1,,岗位职责：1、结合业务探索并建立分析挖掘主题，通过建模对数据进行深度分析和挖掘；2、通过数据挖掘技术分析用户行为，探究用户行为特征，发现有价值的行为模式、实施用户画像；3、内容推荐引擎建模、算法研究、系统设计及开发、调优；4、通过数据挖掘解决实际业务问题，改善用户体验，为用户创造价值。任职资格：1、2年以上数据挖掘方面的经验，数学、统计、计算机及相关专业，本科及以上学历；2、扎实的机器学习理论基础，熟悉分类、回归、聚类等常用的机器学习/数据挖掘方法，有机器学习实践经验；3、扎实的编程基础，熟练掌握R/Python语言；4、熟悉SQL、HBase等数据库，有处理海量数据经验，能利用spark大数据平台建模者优先；5、工作认真负责，有较强的学习钻研能力和分析解决实际问题的能力，有金融行业从业经验者优先考虑。,深圳达人贷互联网金融服务企业（有限合伙）,"金融, 投资, 证券,信托, 担保, 拍卖, 典当",民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen-ftq/97491896.html?s=01&t=0
数据挖掘工程师,,上海-青浦区,,3-4年经验,本科,10000-15000,,1,"五险一金,免费班车,交通补贴,餐饮补贴,绩效奖金,年终奖金",--卡力愿景：致力于成为中国最大的整车运输网络--卡力使命：让运输更高效--卡力联合多家物流公司现有线路资源打造基础骨干网，旨在采用“实体物流企业+互联网实操团队+平台化运营”的模式，实现平台化运作及各区域货源拓展与车队培育同时发展，为货主提供网络化、规模化、标准化、可视化的优质服务，整合运力资源，为客户提供整车一站式解决方案和柔性化服务能力，成为中国整车运输的领导者。岗位职责：1.负责理解商业需求，运用统计建模，数据挖掘，机器学习方法解决实际问题；2.负责利用数据挖掘的方法发现新的维度特征；3.负责模型的开发，评估，部署，监控优化工作；4.负责深入业务，利用对数据的理解支撑各个业务部门的数据决策任职要求：1.具有统计学，计算机，数学相关专业背景，掌握扎实的统计学，数据挖掘，机器学习理论基础；2.熟练掌握python/R编程语言3.具有数据挖掘，机器学习相关项目经验4.自我驱动能力，对新技术有强烈求知欲和学习能力,卡力互联科技（上海）有限公司,"专业服务(咨询、人力资源、财会),建筑, 建材, 工程",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/shanghai-qpq/97492523.html?s=01&t=0
数据挖掘算法工程师,,南京-玄武区,,无工作经验,本科,8000-16000,,2,,1负责数据挖掘算法的设计、开发，针对特定问题进行数学建模，并解决各种应用问题2结合机器学习技术，参与关联规则分析、分类聚类、用户画像、数据预测等应用模型的设计开发，具备数理统计、数据挖掘技能或相关背景，善于用数据和算法解决实际问题；3熟悉常用的编程语言（如Python、Java、R等），有扎实的编程能力；4有银行、证券、航空等经验者优先任职要求：本科学历，三年以上工作经验，计算机、统计、数学及相关专业优先考虑。,江苏红网技术股份有限公司,"计算机软件,通信, 电信运营、增值服务",合资,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/nanjing-xwq/97495380.html?s=01&t=0
数据挖掘算法工程师,,福州,,1年经验,本科,10000-12000,,1,"五险一金,员工旅游,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,股票期权,定期体检",岗位职责：1.负责对业务数据进行场景识别，规划、发现、挖掘大数据价值。2.负责将大数据分析、挖掘、机器学习等技术与产品进行整合，针对社会治理、城市运营、应急等领域和业务主题，建立数学模型、数据挖掘和算法持续优化。任职要求：1.大学本科及其以上学历，计算机/数学/统计/机器学习类等相关专业，硕士以上学历、具有2年以上算法研究经验者优先；2.具有深厚的数学、统计学、人工智能和数据挖掘的基础知识。具有钻研和创造力，能够通过阅读论文学习最新算法和理论；3.具备良好的逻辑思维能力，能够从海量数据中发现有价值的规律，对数据敏感，能够发现关键数据、发现关键问题；4.熟悉机器学习算法，包括且不限于常用的线性回归、逻辑回归、聚类分析、决策树等模型算法，熟悉至少两种深度学习框架；5.至少精通一门编程语言，熟悉网络编程、多线程、分布式编程技术，对数据结构和算法设计有较为深刻的理解；6.熟悉分布式计算或高性能并行计算；熟悉大数据相关技术，能使用Hadoop/Hive分析海量数据，熟悉Storm/Spark者更佳；7.具有高度的工作热情、责任心和自我能动性，思路周密，执行能力强，善于沟通及有团队合作精神。,长威信息科技发展股份有限公司,"计算机软件,计算机硬件",民营公司,,500-1000人,,03/01/2018,前程无忧,http://jobs.51job.com/fuzhou/95804052.html?s=01&t=0
数据挖掘分析师,,广州-番禺区,,3-4年经验,本科,12000-20000,,1,"五险一金,员工旅游,专业培训,绩效奖金,年终奖金,弹性工作",岗位职责：1、分析和研究数据与实际业务的关联关系，挖掘总体数据价值，为各业务部门提供有信服力的数据支撑；2、负责用户标签、内容标签及个性化业务的算法模型建立，结合实际运营数据不断调整和改善算法，迭代优化已有数据模型。任职要求:1、本科以上学历，扎实的统计学、数据挖掘、机器学习理论基础，能够利用高等数学知识推演高维数学模型；2、三年以上数据工作经验，熟悉且理解透彻常见的核心算法，有实际建模经验；3、具备严谨的产品和数据逻辑思维，突出的数据归纳整理和分析能力；4、有产品经理/项目经理、在线教育及电商从业经验值优先。,广州邢帅教育科技有限公司,"教育, 培训, 院校,互联网, 电子商务",民营公司,,500-1000人,,03/01/2018,前程无忧,http://jobs.51job.com/guangzhou-pyq/80879708.html?s=01&t=0
"数据挖掘工程师, ",,深圳,,无工作经验,,15000-20000,,2,"补充公积金,补充医疗保险,五险一金,员工旅游,绩效奖金,年终奖金","代知名上市公司招聘，非外包岗位岗位职责：1.负责保险互联网+大数据等挖掘和建模的解决方案设计，包括精准营销/推荐，反欺诈，智能运营，用户分群等；2.负责数据挖掘算法的分析研究（包括分类协同过滤，关联规则、聚类等算法），需求分析，建模，实验模拟等；任职要求：1.本科及以上，2年以上数据建模/机器学习相关经验；2.掌握3种以上机器学习常用算法，GBDT，随机森林，协同过滤，SVM,FM等；3.精通至少一种java语言：JAVA/SCALA/PYTHON/R/SAS,熟悉SPARKMLLIB实际开发经验者优先；4.具备敏感数据分析及数据方案策划能力，能通过数据提出问题并看清问题本质5.具有高度的责任心和团队合作精神",成都迈思信息技术有限公司,计算机软件,民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen/92147667.html?s=01&t=0
数据挖掘,,杭州-西湖区,,2年经验,硕士,10000-15000,,2,"五险一金,出国机会,股票期权,年终奖金,绩效奖金,弹性工作","岗位职责：1.利用神经网络、深度学习技术进行前沿人工智能技术研发；2.负责深度机器学习平台的选型，框架搭建，开发及优化；3.完成神经网络、机器学习/深度学习/人工智能相关算法实现，算法优化和性能评估；4.参与核心代码的书写，解决项目开发过程中的重大技术问题。岗位要求：1.熟练掌握神经网络、深度机器学习相关知识，有该领域算法的研究或开发经验；2.掌握神经网络、深度学习、自然语言处理、各种社交平台语言识别技术之一，熟悉对应算法的应用场景和优化方法；3.具有良好的编程能力，至少熟悉一种主流编程语言（C/C++,Java,Python，MATLAB等）；4.熟悉一种或多种海外社交媒体或商业语料开源库；5.具有比较强的学习能力，良好的英语阅读、沟通能力及团队协作能力。6.有聊天机器人研发经验优先。",海宁好德软件科技有限公司杭州分公司,"计算机软件,互联网, 电子商务",民营公司,,少于50人,,03/01/2018,前程无忧,http://jobs.51job.com/hangzhou-xhq/77064713.html?s=01&t=0
"数据挖掘工程师, ",,北京-朝阳区,,3-4年经验,本科,20000-40000,,1,"五险一金,员工旅游,餐饮补贴,专业培训,出国机会,绩效奖金,年终奖金,弹性工作,定期体检",工作职责：1、从大数据中深入挖掘用户本质属性，分析用户行为和个性化需求，发现潜在商业价值；2、应用数据挖掘和机器学习方法建立数据模型解决实际问题，研发创新方法，产生创新应用，并与业务部门沟通合作，推动数据模型在实际业务中落地；3、负责大数据前沿技术的探索和调研。从业领域及需求：1、互联网影视及综艺行业（完全网生内容）；2、根据海量网生内容，预测未来影视拍摄题材等；3、根据现有影视曲线，预测影片票房等。任职要求：1、具备扎实的数学和计算机科学功底，以及坚实的数据挖掘和机器学习理论基础；2、有个性化和用户行为分析相关领域至少2年以上实战经验，熟悉但不限于分类/聚类，个性化标签，属性挖掘等领域；3、熟悉Linux开发环境，具有良好的编程基础，掌握C/C++/Java/Python等至少一门高级编程语言；4、了解hadoop原理，有编写map-reduce/spark开发经验；5、具备较强的分析解决问题的能力，以及优秀的逻辑思维能力，对有挑战的问题充满激情；6、具有非常强自我驱动力，善于学习，能够根据业务方向需求，挖掘业务发展方向；7、公司内部孵化团队，精益创业，需要每个人身兼数职。,东阳奇树有鱼文化传媒有限公司,"互联网, 电子商务,影视, 媒体, 艺术, 文化传播",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/beijing-cyq/96403880.html?s=01&t=0
数据挖掘工程师,,武汉,,无工作经验,大专,10000-20000,,1,"五险一金,补充医疗保险,定期体检,餐饮补贴,绩效奖金",具备技能：任职要求1、本科及以上学历2、具备数据分析能力，具有出色的sql编写优化能力，熟悉数据仓库各类建模理论3、精通python、java、scala编程语言中的至少一种，Java优先4、有Hadoop、spark、sparkstreaming、Hive、MPP相关工作经验。5、工作态度积极，沟通及协调能力强，有责任心工作职责：工作内容：1、公司数据及日常业务数据支持2、其他对接部门数据支持3、参与数据仓库及BI项目基础架构规划、安全规划、ETL架构和规范制定4、负责公司大数据框架的设计与实现5、结合业务数据帮助提高转换和效率，对业务数据进行梳理6、其他临时交办工作,武汉崛龙万上科技有限责任公司,"计算机软件,互联网, 电子商务",民营公司,,少于50人,,03/01/2018,前程无忧,http://jobs.51job.com/wuhan/97088107.html?s=01&t=0
"数据运营, 数据分析师, ",,重庆-江北区,,2年经验,本科,4000-8000,,1,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,出国机会,绩效奖金,周末双休",岗位职责：1、负责产品数据收集、统计和分析，构建并完善数据模型，有效分析渠道数据并提出优化方案；2、设计数据分析维度、建立产品指标体系和埋点规范，支持产品开发工作，推动产品用户体系建设；3、管理和改进产品数据分析模块，建立数据异常预警机制；4、建立数据监控流程，周期性提供运营分析报告；5、负责专项数据分析，为产品运营管理提供数据支持。岗位要求：1、全日制本科及以上学历，数学、统计学、金融、计算机等专业背景优先；2、两年及以上互联网数据分析或数据化运营经验、数据规划经验；3、熟练使用Excel与SQL，掌握标准SQL语法，熟悉数据挖掘的常用算法，掌握一种数据分析工具（SPSS、SAS、VBA等）优先；4、对游戏有自己的见解，逻辑性强，善于收集提炼；5、良好的数据敏感度，能从海量数据提炼核心结果，有丰富的数据分析、挖掘、清洗和建模的经验，良好的沟通能力和团队合作能力。PS：此岗位针对行业经验可放宽学历要求，薪资可谈。,点动天下（重庆）科技有限公司,"网络游戏,互联网, 电子商务",民营公司,,少于50人,,03/01/2018,前程无忧,http://jobs.51job.com/chongqing-jbq/96896614.html?s=01&t=0
"数据运营专员, ",,上海-杨浦区,,无工作经验,大专,5000-7000,,1,"做五休二,绩效奖金,免费班车,节日福利",职位摘要：1.对接分公司相关运营人员，汇总各地当日运营报表，并根据当日进出账单明细进行核对，确保准确无误；2.配合财务部门，对分公司提交的放款申请进行授权信息的审核及确认；3.定期对各地分公司日常产生的问题进行归纳总结，向相关部门领导提出合理化完善建议；4.协助上级进行部门操作流程规范的修订及完善；5.协助上级进行运营报告的编写及相关数据的分析任务；岗位要求：1、大专以上学历，信贷/信用管理、统计学、金融学等相关专业；2、一年以上相关行业运营工作经验，有数据分析相关技能者优先考虑；3、具备良好的学习能力，积极上进，有高度的责任心，能够主动处理问题；3、熟练操作OFFICE软件，精通常用EXCEL函数及数据报告制作者优先考虑；,青岛北方化工品交易市场有限公司,"金融, 投资, 证券",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/shanghai-ypq/94161247.html?s=01&t=0
数据运营专员,,广州-天河区,,1年经验,大专,4500-6000,,1,"五险一金,员工旅游,股票期权",岗位职责：1.理解业务需求并转化为数据需求，并从数据库中提取出相关数据进行统计和整合；2.将常规化的数据需求进行指标建设，完成相关的词条填写与修订；3.通过平台收集汇总数据，以报表方式进行分析及问题的改进；4.熟练使用Excel进行数据统计、分析工作；5.了解基本的商业智能与大数据概念；6.支持配合其他数据分析统计工作。任职要求：1.统计相关专业毕业，有1年以上电商运营数据分析经验；2.细心负责，良好的逻辑分析能力，有ERP进销存使用经验；3.对业务数据保持敏感，较强的独立思考能力.蜘点集团有限公司，创建于2015年12月3日，注册资本60000万元人民币。蜘点集团，是一家本土化的互联网+物流+商流的高科技新兴企业。总部设在北京，集团主要由物流、商流两大体系构成，借助移动互联网和大数据技术，以蜘点互联网平台为基础，构建完整的大物流体系，打通上下游，利用集采的成本优势，实现各种资源的扁平化配置，帮助传统行业、工厂、终端店、个体转型升级，形成线上、线下互动，多方共赢。蜘点商流集采中心位于广州市，以蜘点集采为供应链源头遴选大型品牌、本土区域产业领先品牌和广大平台认证伙伴自有渠道良品，为平台供应链提供购销价值、服务价值和创新运营价值。跨品类、跨区域、跨产业、跨阶层，打造一个“全民代销+价值创新”的全新统一战线。员工福利待遇：1.工作时间：7.5小时工作制，每周上5.5天，法定节假期按照国家执行；2.员工假期：员工可享受带薪婚假、产假、年假、一天有薪病假、全勤奖等；3.社会保险：按国家规定，为员工购买养老、失业、工伤、医疗、生育保险；4.节日福利：传统节假日（如中秋节、端午节）等，公司会发放相应的礼金或礼品；5.娱乐活动：不定期组织户外活动，如春游、赏花、登山、球赛、烧烤等；6.集团将于近期上市，优秀员工及技术等关键岗位配股权。公司为您提供良好的工作环境及优质的福利待遇。我们有好方向、坚定的理想、长期的积累，但我们需要更多优秀人才和企业的骨干力量，欢迎您的加盟！,广东蜘点网络科技有限公司,"互联网, 电子商务",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/guangzhou-thq/96160647.html?s=01&t=0
数据运营专员,,北京-西城区,,1年经验,本科,8000-15000,,3,"带薪年假,技术大牛,年终奖金,节日福利,周末双休",1.对接品牌及KA客户数据需求和项目，为客户具象化数据价值；2.完成品牌及KA客户数据核对、分析、整理等，并跟踪整个项目；3.日常的数据问题整理、分析、评估，反向驱动产品和研发；4.与产品经理协作，分析和把控业务数据质量；5.提炼数据运营需求，并形成数据运营产品，不断提高效率。岗位要求1.正规院校，统招本科学历；2.一年以上相关工作经验；3.有较强的学习、沟通、推动能力，高度自驱，对数据工作抱有热情；4.有较好的业务感，具备数据统计分析能力，对数据敏感性，工作仔细严谨；5.思维缜密、逻辑严密，善于从数据中发现、分析、总结问题；6.熟练运用Office等办公软件，特别是Excel，掌握SQL工具尤佳；7.欢迎优秀的应届生。行业标杆，高速成长，团队活跃，平台广阔，交通便利！前景，专注于本地生活的广泛领域——餐饮O2O；晋升，广阔的职业发展空间，越努力你就越幸运；氛围，那是年轻人的世界，公司营造各种交流机会；环境，舒适高大上的办公环境，西直门地标建筑，没有雾霾还可看见西山落日。哗啦啦（www.hualala.com）期待你的加入！,北京多来点信息技术有限公司,"互联网, 电子商务",民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/beijing-xcq/93781617.html?s=01&t=0
"资深数据运营专员, ",,上海,,3-4年经验,本科,6000-10000,,1,"五险一金,员工旅游,餐饮补贴,绩效奖金,年终奖金,弹性工作,定期体检",岗位职责：1．负责行业、品牌、电商平台等各类数据的搜集与整理，建立业务基础数据库，建立规范；2．收集业务部门数据需求，包括品牌、商品、运营、用户研究等各维度需求，并和横向数据部门对接，提交数据需求并参与数据分析、数据挖掘工作；3．独立完成数据分析报告，分析运营数据，为运营团队提供决策支撑信息；4．追踪业务动态，建立运营监测预警体系。岗位要求：1.本科及以上学历；2.2年以上互联网行业相关工作经验，有电商平台运营经验更佳；3.熟悉常见的统计原理及方法，熟练使用各种数据分析软件，理解数据挖掘类的算法原理更佳；4.良好的数据意识与商业思维，能通过数据分析发现有价值信息；5.优秀的沟通表达能力，团队协作精神，热爱数据，有耐心和激情。,广州市汇尚网络科技有限公司,"互联网, 电子商务",民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/shanghai/78994662.html?s=01&t=0
数据运营专员,,广州-番禺区,,1年经验,,6000-10000,,1,"五险一金,弹性工作,员工旅游,年终奖金,绩效奖金,专业培训",运营-偏数据分析方向岗位职责：1、负责项目落地对接，结合业务目标梳理KPI监测体系，建立数据模型进行数据监测与分析，为产品、推广及经营提供决策支持；达到效益最大化2、研究APP用户行为与偏好，熟悉用户营销及移动端数据挖掘解决方案；3、配合各产品线运营人员对产品关键指标进行检测和校验；4、搜集分析行业动态与趋势，关注大数据应用相关方向的前沿研究，推进数据与业务的良好结合岗位要求：要求：男女不限，有做过互联网项目执行经验，对数据非常敏感，可以通过数据发现产品运营中的效率问题。,深圳乐摇摇信息科技有限公司广州分公司,"互联网, 电子商务",民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/guangzhou-pyq/95566207.html?s=01&t=0
数据运营专员,,深圳-南山区,,1年经验,本科,8000-18000,,1,"五险一金,员工旅游,年终奖金,专业培训,定期体检",1.对价格及市场敏感度极高；2.数据分析能力及逻辑思维能力强；3.excel操作运用熟练；工作内容：1.数据运营分析；2.数据监控和数据调整；3.报表制作和输出；,深圳回收宝科技有限公司,"互联网, 电子商务,通信, 电信, 网络设备",合资,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen-nsq/90226716.html?s=01&t=0
数据运营专员,,合肥,,1年经验,本科,4000-6000,,3,"五险一金,餐饮补贴,绩效奖金,年终奖金,定期体检,高/低温补贴","""【岗位职责】1.参与本城市的房产基础数据类项目，负责各类数据的采集，包括项目实地线下数据采集并编制报表；2.负责多城市的房产数据质量检查和审核工作；3.进行房产数据挖掘和市场研究等相关分析工作，支持各部门的数据化运营和业务。""""【任职资格】1.本科以上学历，房地产相关专业（房地产经营、土地资源管理、建筑工程管理等）、应用数据、统计学、经济类、金融类、信息管理类专业毕业者优先；2.1～3年房产数据类经验、房产项目类经验，对房产数据发展、数据分析挖掘、市场研究、数据商业化应用有较好的发展意向；3.有较强的沟通能力，反应敏捷，能承担一定的工作压力；4.拥有房地产估价师证书、二级建造师证书、土地估价师证书、造价员证书等优先。""""【薪资福利】1、基本薪资+绩效奖金+各项补贴，缴纳五险一金（养老保险、医疗保险、工伤保险、失业保险、生育保险+住房公积金）；2、上市企业，福利优厚！入职签订劳动合同、即上五险一金，每年提供一次免费健康体检，夏季享受高温补贴，冬季发放取暖费！3、每年提供一次健康体检，另有公司特有的“爱心基金”为员工解决家庭后顾之忧；4、完善的培训体系,企业专职培训师，为您提供专业的带薪培训，从产品、市场、数据、沟通等多维度提升员工综合能力；5、公平公正的晋升制度，阶梯性职级考核——基本薪资和绩效奖金均有提升，给小伙伴能力展现的舞台；6、员工旅游+聚餐+团建+拓展训练等；7、舒适的办公环境，丰富的休闲活动区域供小伙伴们选择。""",安居客,"互联网, 电子商务",上市公司,,10000人以上,,03/01/2018,前程无忧,http://jobs.51job.com/hefei/97360884.html?s=01&t=0
"数据运营分析师, ",,深圳,,5-7年经验,大专,8000-10000,,1,,,广州赛意信息科技股份有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",上市公司,,1000-5000人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen/74740262.html?s=01&t=0
数据运营专员,,深圳-南山区,,无工作经验,大专,5000-6000,,5,"五险一金,专业培训",工作内容：a)负责城市房地产数据统计，清洗，排重及审核等数据建设工作；b)协助数据入库及问题数据处理，为提升数据质量负责；c)熟炼操作数据EXCLE相关办公软件；发展方向：数据报告、模型分析、数据挖掘、数据运营方向任职要求：1、学历：大专（含）以上学历2、专业：不限（会计、统计、房地产相关专业优先）3、年龄：23-35岁4、技能：熟悉操作办公软件（excel）5、工作经验：有一年相关（互联网、房地产等）工作经验优先。6、工作有耐心，细致，喜欢内业办公氛围。工作时间：早九晚六，午休1.5小时，五天制双休,深圳国鑫金服投资有限公司,"金融, 投资, 证券",民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen-nsq/93848033.html?s=01&t=0
数据运营岗,,上海-徐汇区,,1年经验,本科,5000-9000,,1,"五险一金,餐饮补贴,专业培训,绩效奖金,定期体检,平台好",岗位职责:1.负责公司核心的经营指标，并对数据指标进行监控分析，有效定位问题并推动快速解决2.通过数据分析洞察业务趋势，对潜在的问题及风险进行预测，建立合理的预警机制3.撰写数据分析报告，为经营决策、产品推广策略提供数据支持招聘要求:1.大学本科及以上学历，统计学、数学或相关专业优先，1年以上工作经验2.数据敏感度强，能通过数据结合业务本身进行专项的问题，提供独到建议3.熟悉一种以上数据统计工具，有数据运营相关工作经验优先,上海自如资产管理有限公司,"房地产,互联网, 电子商务",民营公司,,1000-5000人,,03/01/2018,前程无忧,http://jobs.51job.com/shanghai-xhq/94539407.html?s=01&t=0
"数据运营, , ",,杭州-江干区,,2年经验,本科,6000-8000,,1,"五险一金,绩效奖金,专业培训,双休,员工旅游",岗位职责1、建立运营数据分析模型，针对用户、用户行为、渠道等进行监控和统计，提供注册、充值、投注转化率，流失率等分析，给予运营指导性建议，增强用户黏性；2、负责策略和活动的日常数据分析和评估，提高运营效率；3、负责用户行为研究，监控不同分层用户的留存和活跃率；4、监控预算和成本，能够给出优化建议，降低成本；5、以数据为依托制定精准营销方案，对线上营销进行数据分析和评估，提供数据报表和改善建议，提升营销效果；6、定期进行数据分析报告撰写及数据汇报工作。任职要求：1、全日制本科以上学历，985、211优先。2、有1年以上数据运营相关经验，优秀应届生可放宽条件；3、具有较强的逻辑思维能力和数据敏感性，能从数据中发现问题；4、具有通过业务数据分析结果，给出合理化建议的能力；5、优秀的沟通协调能力和执行力，善于整合资源能推动方案快速落地；6、Excel表格能力强，熟悉各种图表及公式。,广州依时货拉拉科技有限公司,"互联网, 电子商务,交通, 运输, 物流",外资（非欧美）,,500-1000人,,03/01/2018,前程无忧,http://jobs.51job.com/hangzhou-jgq/95202259.html?s=01&t=0
数据运营专员,,深圳,,无工作经验,大专,5000-10000,,1,"五险一金,绩效奖金,年终奖金,员工旅游",岗位职责：1、营运管理公司产品，做好仓库配送和前线销售的顺畅对接。2、通过商品销售数据分析，为采购人员做选品决策依据，同时做好市场促销活动，拉动整体销售业绩。3、商品后台操作及公众号的日常更新维护任职要求：1、大专及以上学历，有在传统商超负责商品营运，商品数据分析经验优先；2、熟练使用电脑软件，表格制作，公众号后台营运3、具有较强的沟通协调能力、抗压能力强。,深圳市淘乐乐网络技术有限公司,"互联网, 电子商务,批发, 零售",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen/97237217.html?s=01&t=0
数据运营经理,,北京,,3-4年经验,,10000-15000,,1,"弹性工作,定期体检,五险一金,年终奖金,绩效奖金",1、负责互联网金融业务及用户数据的提取、处理及分析工作，负责运营数据需求整理与跟进，定期输出分析报告报告；2、通过数据分析结果，提供用户增长、用户活跃和营收增长等业务发展建议，为运营决策提供数据支持，并参与方案执行；3、针对运营问题进行深度诊断，发现业务运营问题，辅助制定运营策略，提升运营效率；4、挖掘数据背后的市场方向、规律、短板，为业务提供决策依据。任职要求：1.本科以上学历，计算机、数学相关专业优先；2.3年以上数据分析经验，有银行、信贷、电商、互联网等行业经验优先；3.精通BI报表工具，有项目挖掘分析和建模经验优先；4.熟练MYSQL、MSOffice，熟悉Hive、Python、R、tableau的优先；5.具有良好的沟通、表达能力，能够快速、准确地理解需求，逻辑分析能力强；6.责任心强、细心、耐心，充满热情和想象力。,北京网融天下金融信息服务有限公司,"金融, 投资, 证券,互联网, 电子商务",合资,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/beijing/97385500.html?s=01&t=0
数据运营专员,,南京-雨花台区,,无工作经验,,3000-4500,,1,"五险一金,绩效奖金,节日福利,全勤奖,出国旅游",岗位职责：1、负责公司运营过程关键数据的收集、整理、分析及相关统计报表的汇总工作；2、负责每日配合运营人员做好对账、充值工作。任职要求：1、良好沟通能力，性格开朗、较好的团队意识；2、熟练使用办公软件excel优先；3、工作态度认真踏实，良好的适用能力及学习能力；4、具有互联网销售或互联网客服工作优先考虑。,江苏智推数据科技有限公司,"通信, 电信运营、增值服务,互联网, 电子商务",民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/nanjing-yhtq/97299866.html?s=01&t=0
数据运营经理,,上海-闵行区,,无工作经验,本科,7000-15000,,3,"五险一金,补充医疗保险,员工旅游,绩效奖金,专业培训","负责数据的提取、处理及分析工作，负责运营数据需求整理与跟进，定期输出分析报告报告；通过数据分析结果，提供用户增长、用户活跃和营收增长等业务发展建议，为运营决策提供数据支持，并参与方案执行；针对运营问题进行深度诊断，发现业务运营问题，辅助制定运营策略，提升运营效率；挖掘数据背后的市场方向、规律、短板，为业务提供决策依据。任职要求：本科以上学历，3年以上数据分析、数据挖掘相关工作经验优先；具有较强的数据分析能力和严密的逻辑思维，擅于通过数据分析发现业务规律；精通excel（数据透视表、各种常用公式），熟悉SQL，具有相关工作经验；具备较强的抗压能力及自主学习能力，乐于接受挑战,保密意识强。",上海浙鼎金融信息服务有限公司,"金融, 投资, 证券",民营公司,,少于50人,,03/01/2018,前程无忧,http://jobs.51job.com/shanghai-mhq/96678969.html?s=01&t=0
数据运营专员,,北京-朝阳区,,无工作经验,大专,4000-6000,,2,"员工旅游,专业培训,年终奖金,定期体检,五险福利",岗位职责：1、负责公司核心网站和App日常运营；2、负责用户反馈数据内容审核和相关推广文案的撰写；3、负责监测分析产品各项数据指标，根据指标变化提出优化方案；4、负责海外产品信息收集整理和分析，输出数据分析文档；5、完成上级交代的其它工作。职位要求：1、熟练的英语读写能力；2、对海外产品和网站兴趣比较高；3、有一定的文案功底和互联网背景知识；4、对数据敏感，能够在海量数据中及时发现问题；5、能适应工作压力，工作细致耐心，责任心强，具有团队合作精神；,北京亿维鸿科技有限公司,"互联网, 电子商务,计算机软件",民营公司,,少于50人,,03/01/2018,前程无忧,http://jobs.51job.com/beijing-cyq/89288422.html?s=01&t=0
